"FilingDate","Contributor","CityState","ZipCode","ContributorType","Amount","ContributionDate","ContributionType","Description","RecipientName","ContributionID","RecipeintOrgID","ContSeqID","MAXROWS","RecordCount"
"1/19/2024 4:34:49 PM","ALABAMA POWER CO EMPLOYEES PAC","BIRMINGHAM, AL","35203","PAC","2500.0000","1/12/2023 12:00:00 AM","Cash (Itemized)","","MATTHEW DARRELL WOODS","976085","29442","838670","20000","10"
"1/19/2024 4:34:49 PM","REGIONS BANK","BIRMNGHAM, AL","35288","Group/Business/Corporation","500.0000","1/13/2023 12:00:00 AM","Cash (Itemized)","","MATTHEW DARRELL WOODS","976151","29442","838671","20000","10"
"1/19/2024 4:34:49 PM","ALRAD PAC","MONTGOMERY, AL","36111","PAC","500.0000","1/23/2023 12:00:00 AM","Cash (Itemized)","","MATTHEW DARRELL WOODS","977758","29442","838672","20000","10"
"1/19/2024 4:34:49 PM","AUTO-PAC","MONTGOMERY, AL","36106","PAC","1000.0000","1/23/2023 12:00:00 AM","Cash (Itemized)","","MATTHEW DARRELL WOODS","977759","29442","838673","20000","10"
"1/19/2024 4:34:49 PM","ALABAMA VOICE OF TEACHERS FOR EDUCATION","MONTGOMERY, AL","36195","Group/Business/Corporation","5000.0000","1/24/2023 12:00:00 AM","Cash (Itemized)","","MATTHEW DARRELL WOODS","1076306","29442","838675","20000","10"
"1/19/2024 4:34:49 PM","PETROLEUM & CONVENIENCE MARKETERS OF AL PAC","MONTGOMERY, AL","36123","PAC","1000.0000","3/3/2023 12:00:00 AM","Interest","","MATTHEW DARRELL WOODS","1078505","29442","838676","20000","10"
"1/19/2024 4:34:49 PM","ALA PROPANE PAC","PRATTVILLE, AL","36066","PAC","250.0000","3/3/2023 12:00:00 AM","Interest","","MATTHEW DARRELL WOODS","1078506","29442","838677","20000","10"
"1/19/2024 4:34:49 PM","ALABAMA BUILDERS PAC","MONTGOMERY, AL","36124","PAC","1000.0000","3/3/2023 12:00:00 AM","Interest","","MATTHEW DARRELL WOODS","1078507","29442","838678","20000","10"
"1/19/2024 4:34:49 PM","PROGRESS PAC","MONTGOMERY, AL","36102","PAC","2500.0000","3/3/2023 12:00:00 AM","Interest","","MATTHEW DARRELL WOODS","1078508","29442","838679","20000","10"
"1/19/2024 4:34:49 PM","PUSH DIGITAL","CHARLESTON, SC","29401","Group/Business/Corporation","240.0000","6/5/2023 12:00:00 AM","Refund","","MATTHEW DARRELL WOODS","1003697","29442","838674","20000","10"
